评论人,时间,内容
liquid.reviews,2018-01-25,"The Commuter (2018) dir. Jaume Collet-Serra - 3/5 - FILM REVIEW - Final Part The direction by Jaume Collet-Serra is grounded as well it can be on a train-location and is appropriately silly when it needs to be when the film shows its flair for action. I did like the opening montage however, that shows the day-to-day life of It's a film that's fully aware of what a Liam Neeson action film is, overdoses a little bit with the concept, gives Neeson plenty of arse to kick and he kicks it bloody well in one one-take fight sequence. So I suppose this film might deserve a 2/5 rating, right? Well it goes back to point I made at the start of this: there's a time and a place for a Liam Neeson action flick. It's self-aware, has an interesting if flawed concept that falls flat eventually and knows what it wants to do as a straight-up action film. The kind of mindless action film that used to get produced and released a lot in the 80's and 90's. It's the kind of film that you might think would be worth it on home-release, but in all honesty, if you don't take the film too seriously, it might just be worth the £5 film ticket - but perhaps not more. It does it's job in being a very flawed entertaining Liam Neeson action vehicle. #thecommuter #thecommuterfilm #jaumecolletserra #2018 #liamneeson #verafarmiga #patrickwilson #jonathanbanks #elizabethmcgovern #samneill #film #filmreview #instamovies #instafilm #action #thriller"
liquid.reviews,2018-01-25,"The Commuter (2018) dir. Jaume Collet-Serra - 3/5 - FILM REVIEW - Part 3 The cast do a lot with very little, or at least a very thin script and for the most part they're all capable. It just seems that some of the actors are capable of much more and deserve more when it comes to a better and competent script, rather than just being functional entities to the plot. The plot itself seems to forget the setup half-way through and the film then returns to familiar ground: Liam Neeson beating the shit out of bad guys, or rather other commuters. I dunno, maybe it's something we can sympathise with and want to do when on our commutes with fellow commuters of the annoying variety. I did hate the sort of ""Unstoppable"" moment that the film took with the train concept towards the end of the film and it was just pointless and a drastic shift in the film's already troubled pacing. #thecommuter #thecommuterfilm #jaumecolletserra #2018 #liamneeson #verafarmiga #patrickwilson #jonathanbanks #elizabethmcgovern #samneill #film #filmreview #instamovies #instafilm #action #thriller"
liquid.reviews,2018-01-25,"The Commuter (2018) dir. Jaume Collet-Serra - 3/5 - FILM REVIEW - Part 2 Admittedly, I haven't actually seen Taken in full, nor have I seen any of the action movies that he has starred in recent years; I've just never really had a chance to get into them and watch them properly for some reason. I think it's important to remember that there's a special place reserved in cinemas for the straight-forward, hard and tough-as-nails action/crime/thriller genre movies akin to those of 70s Hollywood films. The sort of films that you could just sit back, watch, take it in and just enjoy. Neeson has managed to do something really special over the last decades with his career in this respect, being involved in the sort of films that you can watch and be entertained by very easily. The beauty of The Commuter is in it's Hitchcock-like simplicity in terms of the plot (at first). This gradually deteriorates however and less favourable when it overdoses on the action part way through. An ex-cop turned normal insurance salesman (those cop ""skills"" will come in handy no doubt...wink-wink) on a train, put in the right place at the right time, by the wrong people for the wrong reasons, forced to do some bad things. A labyrinthine game of Saw-like proportions begins; it's a race against time, a race against Neeson's own paranoia, where everyone on board the train is his target. It's the simple and one-location game that takes place and the films thriller moments that makes this entertaining. #thecommuter #thecommuterfilm #jaumecolletserra #2018 #liamneeson #verafarmiga #patrickwilson #jonathanbanks #elizabethmcgovern #samneill #film #filmreview #instamovies #instafilm #action #thriller"
liquid.reviews,2018-01-25,"The Commuter (2018) dir. Jaume Collet-Serra - 3/5 - FILM REVIEW - Part 1 There's a time and place for a Liam Neeson action flick. Sometimes something is taken. I've often heard Neeson has a particular set of skills, skills that make him a nightmare for the bad bastards who get in his way; and if he doesn't get what he wants, he looks for said bad bastards, find them, beats them up and kills them. Maybe he does this in different countries, maybe he does this whilst taking a taxi or plane trip or against wolves in the wild. Essentially, we know Liam Neeson beating the shit out of bad guys, on the big-screen is worth a watch, even if the story heavily falters. So with that in mind, how does The Commuter fair? Pretty well if you're looking if you're not looking for much in consistency and just want to sit back for a silly watch. Since Neeson's career took a major turning point in 2008 with the release of Taken, he redefined his career and has been in the action film business since and shows no signs of stopping any time soon. As well as being a formidable actor with tremendous gravitas (see Schindler's List, Gangs of New York, Batman Begins, Kingdom of Heaven) he lends himself to the action movie genre very well, delivering capable performances whilst delivering on the action-front from a physical perspective, putting effort into the fighting and action sequences. #thecommuter #thecommuterfilm #jaumecolletserra #2018 #liamneeson #verafarmiga #patrickwilson #jonathanbanks #elizabethmcgovern #samneill #film #filmreview #instamovies #instafilm #action #thriller"
jhoon.lee_,2018-01-25,"THE COMMUTER, 2017 ··· 커뮤터. - 올드한 느낌. 볼만은 했다. 국내 IMAX 상영을 안하는것이 좀 아쉽. - 출연 씬이 몇 안되지만 베라 파미가의 존재감은 👍🏻 · January 24th, 2018 @ CGV Yeongdeungpo · #커뮤터 #리암니슨 #베라파미가 #패트릭윌슨 #TheCOMMUTER #LiamNeeson #VeraFarmiga #PatrickWilson #JaumeColletSerra · #6 / 2018 #MOVIEdiary · · #Repost @thecommuterfilm ・・・ This Friday, discover why critics proclaim #TheCommuter’s “twists and turns will keep you guessing”... Get tickets now for Liam Neeson’s action-packed new film! Ticket link in bio."
cinemax.rak,2018-01-25,#nowshowing #cinemax #thecommuter #english #action #thriller #cinemaxcinemas #alnaeemmall #nakheel #rasalkhaimah #showtime #10:00 #12:00 #wwwcinemaxcinemascom #072440222 #
liam.neeson.original,2018-01-25,"#liamneeson #thecommuter interview January 17, 2018 😍 ❤️ Good night 😴"
studiocanal.nz,2018-01-25,THE COMMUTER is in cinemas now. #thecommuter #liamneeson
cinemax.alain,2018-01-25,#nowshowing #cinemax #thecommuter #english #action #thriller #cinemax_cinemas #alnaeemmall #nakheel #rasalkaimah #showtime #10:00 #12:00 #wwwcinemaxcinemascom #072440222 #
postermaniac,2018-01-25,#EnCartelera #ElPasajero #TheCommuter
grupbalana,2018-01-25,"Conspiración, violencia, sangre y muerte .... ¿hasta dónde llegarías tú por la cantidad suficiente? 💵 ⏰ ESTE VIERNES, llega a #Cines la nueva aventura de @neeson_liam, 📽#ElPasajero de @jcolletserra​; con la participación de @claralago1​. Un #Thriller de 100 minutos cargado de tensión que te mantendrá al borde de la butaca de principio a fin. ¡ENTRADAS YA A LA VENTA! 👉 LINK EN BIO 📍 ¿Dónde verla? #ArenasdeBarcelonaMulticines #PalauBalanaMulticines #GlòriesMulticines ​@tripictures_cine #TheCommuter @thecommuterfilm @arenasdebcn @ccglories #EstrenoEnCines #Premiere #LiamNeeson #ClaraLago #Acción #Suspense #Estreno #CineBarcelona #Estreno #Instafilms #cinema #CinemaBarcelona #Barcelona #BarcelonaMola #BarcelonaExperience"
movieparadise99,2018-01-25,"#TheCommuter movie review http://ow.ly/3q2e30hYUEY #LiamNeeson #VeraFarmiga #PatrickWilson #JaumeColletSerra #TheMovieParadise PC: ""The Movie Paradise"" original Link also in bio"
sarahfarrell89,2018-01-25,Just been to see this with hubby. Action packed typical Liam Neeson film. Not a bad watch. Feeling a bit deaf after watching it in IMAX #thecommuter #films #241 #datenight
ucicinemas.pt,2018-01-25,Liam Neeson está de volta com um poderoso filme de ação que te vai deixar colado ao ecrã - #TheCommuter - O Passageiro em exibição nos cinemas UCI. #LiamNeeson #VeraFarmiga #SamNeil #PatrickWilson #Movies #Cinema #Films #Instamovie #InstaFilm #Instacinema #Drama #Thriller
ividtrailer,2018-01-25,"Fatevi trasportare dal talento di #verafarmiga e #liamneeson nel nuovo film ""L'uomo sul treno"", da domani nelle sale! #hollywood #talent #cinema #movies #films #actress #actress #newmovie #beatiful #theatre #girl #fashion #hollywoodstar #thecommuter #acting #movieproduction #moviemakers #idols #icons #eaglepro #picture"
darkreviews,2018-01-25,"#TheCommuter - ""A businessman is caught up in a criminal conspiracy during his daily commute home"" Absolutely wicked! The fight sequences were fucking excellent, especially within the confines of a train carriage. Totally engrossing storyline. I tell you what if I take beatings like that when I turn 60 and I'm still able to bounce back, I'll be a very happy fella indeed (not that I'm perverted or anything like that). It's just being sprightly 🤓✌️...and yes I'm aware it's all #makebelieve 8/10 😃 #train #commute #action #liamneeson in full effect 😜 #mystery #crime #deduction #doingtherightthing"
janda1975,2018-01-25,"#thecommuter #dojíždějící #vlakemazdoBradavic #cestakolemsveta #letajiciCestmir 24.1.2018 tak dnes trocha adrenalinu. Pan 96 hodin (odplata) nezklamal opetovne zachrana divky. Za nas hodnoceni 79%. Co bychom pochvalili tak jenoznacne ekšn, vydrž Dojizděče - pouze trocha krve z nosu, vyborny podrazky a kytaru (asi dobrej vycvik). Co nas trosicku prekvapilo: stary model vlaku (na to ze to byl NY) ani jeden vagon neudelal kotrmelec, v podpalubi malo mista, Dojiždějicí ztratil co mohl, doma ho asi nepochvali. #prachyvčudu #prachyvprachu"
dvbchnn,2018-01-25,Better than I was expecting! #NowWatching #TheCommuter #Movie #action #crime #drama #thriller #liamneeson #patrickwilson #samneill #verafarmiga
natashawynn87,2018-01-25,Movie time 🎥🎥 #thecommuter #cineworld #movienight
thecinematicmind,2018-01-25,and now... The Commuter (2018) #TheCommuter #CinephileCommunity #JaumeColletSerra #LiamNeeson #VeraFarmiga #PatrickWilson #JonathanBanks #ElizabethMcGovern #SamNeill #Thriller #NonStopOnATrain #CineworldUnlimited #Cinema #Films #Movies
apolloundcentral,2018-01-25,". THE COMMUTER . Michael MacCauley (Liam Neeson) ist Versicherungsmakler und führt ein beschauliches Leben. Seit zehn Jahren pendelt er jeden Tag mit dem Zug aus dem verschlafenen Vorort, in dem er mit seiner Familie lebt, nach Manhattan. Doch eines Tages wird seine Routine gestört: Er trifft während der morgendlichen Zugfahrt auf eine mysteriöse Fremde namens Joanna (Vera Farmiga), die sich zu ihm setzt und ihn in ein Gespräch verwickelt. Nach und nach offenbart sie Michael, dass sie nicht einfach nur an Smalltalk interessiert ist. Wenn er mit Hilfe von zwei vagen Hinweisen einen bestimmten Passagier an Bord des Zuges findet, dann winkt ihm eine hohe Belohnung. Sollte er sich jedoch weigern, ist nicht nur das Leben aller Mitreisenden in Gefahr, sondern auch das von Michaels Familie. Ihm bleibt keine andere Wahl, als Joannas Spiel mitzuspielen - und er hat nur eine Stunde Zeit... . . #thecommuter #liamneeson . . #APOLLOundCENTRAL #apolloneheim #apolloarnsberg #neheim #arnsberg #sauerland #kinoneheim #nrw #bestepopcorn #kino #popcorn #film"
thecommuterfilm,2018-01-25,Everything is a piece of the puzzle. How many views did it take you to solve? #TheCommuter is NOW PLAYING - Get tickets today from the ticket link in bio.
lichtspielhaus.lennestadt,2018-01-25,Ab morgen bei uns: Liam Neeson in THE COMMUTER! #thecommuter #liamneeson #sauerlandkino #lichtspielhausLA
psycho_bates_,2018-01-25,For everyone who was wondering 😊❤ - - - - - - - - - - - #netflix #freddiehighmore #shaunmurphy #thegooddoctor #batesmotel #batesmotelseason5 #normanbates #bates #motelbates #normabates #normalouisebates #normalouise #dylanmassett #emmadecody #alexromero #sheriffromero #verafarmiga #veraannfarmiga #theconjuring #thecommuter #lorrainewarren #maxthieriot #oliviacooke #nestorcarbonell #likephoto
blondemel47,2018-01-25,Getting ready for some action with Liam #TheCommuter
neesonland,2018-01-25,New photo 💖💖🤩 #liamneeson #thecommuter
unpro_moviegoer,2018-01-25,/ 完完全全是因為Liam Neeson去看的😂 可是好可惜 電影沒有符合他的高度 / 只能說看過即刻救援就真的回不去了 在他之後出的電影都沒有那一部經典 真的不算出色 不過能一睹小時候的偶像真的還滿不錯的 享受在他的演員魅力 （天啊taken也離我10年了..） #unpromoviegoersaid #thecommuter #疾速救援
laurenmoores13,2018-01-25,Can't help but love me some Liam Neeson #thecommuter #liamneeson #movie #film #action #cineworld #cinema #cinephile #unlimitedcard #bluraycollection #bluraycollector #movielover #movienight
yu.jin.h,2018-01-25,2018년 1월 열 세 번째🎬 <커뮤터> [2018.01.23 메가박스 코엑스] ⭐3점/5점⭐ - 리암 니슨이 돌아왔다! - 이번엔 딸이 아니라 가족을 구하는 이야기 - 영화보는데 리암 니슨...정말 많이 늙었고 ㅠㅠ액션씬에서 맞는 거 보면 왠지 짠했다 - 비록 이전 영화들보단 액션은 약했지만 리암 니슨의 캐릭터 나이에 맞는 액션을 선보였고 나름 반전도 있어서 무난하게 볼 만한 영화인듯(?) - '기차'라는 한정된 공간과 시간으로 나름 긴장감 있게(?) 본 것 같다 - 전체적으로 쏘쏘 했다 - 상영 후 리뷰이벤트 참여하면 음료 준다길래 갔더니 음료가 다 소진되었다고해서 오리저널 포스터로 받았다! - #영화#메가박스코엑스#커뮤터#자움콜렛세라#감독#F리암니슨#베라파미가#패트릭윌슨#샘닐#movie#thecommuter#映画#ザコミューター
